360 1000 Loss: 1.022 | Acc: 74.377% (2685/3610)
380 1000 Loss: 1.012 | Acc: 74.646% (2844/3810)
400 1000 Loss: 1.010 | Acc: 74.688% (2995/4010)
420 1000 Loss: 1.010 | Acc: 74.632% (3142/4210)
440 1000 Loss: 1.007 | Acc: 74.694% (3294/4410)
460 1000 Loss: 1.009 | Acc: 74.707% (3444/4610)
480 1000 Loss: 1.005 | Acc: 74.844% (3600/4810)
500 1000 Loss: 1.005 | Acc: 74.890% (3752/5010)
520 1000 Loss: 1.003 | Acc: 74.856% (3900/5210)
540 1000 Loss: 0.998 | Acc: 74.917% (4053/5410)
560 1000 Loss: 0.993 | Acc: 75.027% (4209/5610)
580 1000 Loss: 0.992 | Acc: 75.129% (4365/5810)
600 1000 Loss: 0.994 | Acc: 75.141% (4516/6010)
620 1000 Loss: 0.999 | Acc: 75.008% (4658/6210)
640 1000 Loss: 0.992 | Acc: 75.148% (4817/6410)
660 1000 Loss: 0.998 | Acc: 75.098% (4964/6610)
680 1000 Loss: 0.994 | Acc: 75.154% (5118/6810)
700 1000 Loss: 0.991 | Acc: 75.307% (5279/7010)
720 1000 Loss: 0.991 | Acc: 75.354% (5433/7210)
740 1000 Loss: 0.990 | Acc: 75.304% (5580/7410)
760 1000 Loss: 0.987 | Acc: 75.375% (5736/7610)
780 1000 Loss: 0.993 | Acc: 75.314% (5882/7810)
800 1000 Loss: 0.998 | Acc: 75.243% (6027/8010)
820 1000 Loss: 1.002 | Acc: 75.213% (6175/8210)
840 1000 Loss: 1.001 | Acc: 75.184% (6323/8410)
860 1000 Loss: 0.993 | Acc: 75.377% (6490/8610)
880 1000 Loss: 0.993 | Acc: 75.380% (6641/8810)
900 1000 Loss: 0.990 | Acc: 75.483% (6801/9010)
920 1000 Loss: 0.994 | Acc: 75.418% (6946/9210)
940 1000 Loss: 0.991 | Acc: 75.452% (7100/9410)
960 1000 Loss: 0.993 | Acc: 75.505% (7256/9610)
980 1000 Loss: 0.991 | Acc: 75.586% (7415/9810)

Epoch: 180
0 391 Loss: 0.021 | Acc: 100.000% (128/128)
20 391 Loss: 0.025 | Acc: 99.888% (2685/2688)
40 391 Loss: 0.025 | Acc: 99.943% (5245/5248)
60 391 Loss: 0.025 | Acc: 99.962% (7805/7808)
80 391 Loss: 0.025 | Acc: 99.913% (10359/10368)
100 391 Loss: 0.026 | Acc: 99.892% (12914/12928)
120 391 Loss: 0.026 | Acc: 99.903% (15473/15488)
140 391 Loss: 0.025 | Acc: 99.900% (18030/18048)
160 391 Loss: 0.025 | Acc: 99.913% (20590/20608)
180 391 Loss: 0.025 | Acc: 99.914% (23148/23168)
200 391 Loss: 0.025 | Acc: 99.907% (25704/25728)
220 391 Loss: 0.025 | Acc: 99.912% (28263/28288)
240 391 Loss: 0.025 | Acc: 99.919% (30823/30848)
260 391 Loss: 0.025 | Acc: 99.919% (33381/33408)
280 391 Loss: 0.025 | Acc: 99.911% (35936/35968)
300 391 Loss: 0.025 | Acc: 99.912% (38494/38528)
320 391 Loss: 0.025 | Acc: 99.915% (41053/41088)
340 391 Loss: 0.025 | Acc: 99.913% (43610/43648)
360 391 Loss: 0.025 | Acc: 99.911% (46167/46208)
380 391 Loss: 0.025 | Acc: 99.910% (48724/48768)
0 1000 Loss: 1.754 | Acc: 40.000% (4/10)
20 1000 Loss: 0.908 | Acc: 78.095% (164/210)
40 1000 Loss: 0.847 | Acc: 78.537% (322/410)
60 1000 Loss: 0.977 | Acc: 75.902% (463/610)
80 1000 Loss: 0.934 | Acc: 76.667% (621/810)
100 1000 Loss: 0.995 | Acc: 75.446% (762/1010)
120 1000 Loss: 0.986 | Acc: 75.455% (913/1210)
140 1000 Loss: 0.969 | Acc: 75.745% (1068/1410)
160 1000 Loss: 0.985 | Acc: 75.590% (1217/1610)
180 1000 Loss: 1.008 | Acc: 74.917% (1356/1810)
200 1000 Loss: 0.991 | Acc: 75.274% (1513/2010)
220 1000 Loss: 0.994 | Acc: 75.068% (1659/2210)
240 1000 Loss: 1.005 | Acc: 74.772% (1802/2410)
260 1000 Loss: 0.990 | Acc: 75.134% (1961/2610)
280 1000 Loss: 0.997 | Acc: 74.875% (2104/2810)
300 1000 Loss: 1.012 | Acc: 74.518% (2243/3010)
320 1000 Loss: 1.013 | Acc: 74.424% (2389/3210)
340 1000 Loss: 1.020 | Acc: 74.340% (2535/3410)
360 1000 Loss: 1.027 | Acc: 74.266% (2681/3610)
380 1000 Loss: 1.016 | Acc: 74.488% (2838/3810)
400 1000 Loss: 1.014 | Acc: 74.539% (2989/4010)
420 1000 Loss: 1.014 | Acc: 74.513% (3137/4210)
440 1000 Loss: 1.010 | Acc: 74.512% (3286/4410)
460 1000 Loss: 1.012 | Acc: 74.577% (3438/4610)
480 1000 Loss: 1.009 | Acc: 74.740% (3595/4810)
500 1000 Loss: 1.010 | Acc: 74.750% (3745/5010)
520 1000 Loss: 1.007 | Acc: 74.779% (3896/5210)
540 1000 Loss: 1.003 | Acc: 74.880% (4051/5410)
560 1000 Loss: 0.999 | Acc: 74.991% (4207/5610)
580 1000 Loss: 0.999 | Acc: 75.077% (4362/5810)
600 1000 Loss: 0.999 | Acc: 75.058% (4511/6010)
620 1000 Loss: 1.004 | Acc: 74.960% (4655/6210)
640 1000 Loss: 0.997 | Acc: 75.133% (4816/6410)
660 1000 Loss: 1.002 | Acc: 75.068% (4962/6610)
680 1000 Loss: 0.999 | Acc: 75.140% (5117/6810)
700 1000 Loss: 0.995 | Acc: 75.264% (5276/7010)
720 1000 Loss: 0.996 | Acc: 75.298% (5429/7210)
740 1000 Loss: 0.995 | Acc: 75.209% (5573/7410)
760 1000 Loss: 0.993 | Acc: 75.243% (5726/7610)
780 1000 Loss: 0.998 | Acc: 75.173% (5871/7810)
800 1000 Loss: 1.003 | Acc: 75.106% (6016/8010)
820 1000 Loss: 1.006 | Acc: 75.055% (6162/8210)
840 1000 Loss: 1.004 | Acc: 75.018% (6309/8410)
860 1000 Loss: 0.996 | Acc: 75.226% (6477/8610)
880 1000 Loss: 0.995 | Acc: 75.210% (6626/8810)
900 1000 Loss: 0.993 | Acc: 75.305% (6785/9010)
920 1000 Loss: 0.997 | Acc: 75.255% (6931/9210)
940 1000 Loss: 0.994 | Acc: 75.313% (7087/9410)
960 1000 Loss: 0.996 | Acc: 75.359% (7242/9610)
980 1000 Loss: 0.993 | Acc: 75.433% (7400/9810)

Epoch: 181
0 391 Loss: 0.018 | Acc: 100.000% (128/128)
20 391 Loss: 0.025 | Acc: 99.888% (2685/2688)
40 391 Loss: 0.024 | Acc: 99.943% (5245/5248)
60 391 Loss: 0.024 | Acc: 99.936% (7803/7808)
80 391 Loss: 0.024 | Acc: 99.942% (10362/10368)
100 391 Loss: 0.024 | Acc: 99.938% (12920/12928)
120 391 Loss: 0.024 | Acc: 99.942% (15479/15488)
140 391 Loss: 0.024 | Acc: 99.945% (18038/18048)
160 391 Loss: 0.024 | Acc: 99.947% (20597/20608)
180 391 Loss: 0.024 | Acc: 99.940% (23154/23168)
200 391 Loss: 0.025 | Acc: 99.934% (25711/25728)
220 391 Loss: 0.025 | Acc: 99.929% (28268/28288)
240 391 Loss: 0.025 | Acc: 99.932% (30827/30848)
260 391 Loss: 0.025 | Acc: 99.937% (33387/33408)
280 391 Loss: 0.025 | Acc: 99.942% (35947/35968)
300 391 Loss: 0.025 | Acc: 99.935% (38503/38528)
320 391 Loss: 0.025 | Acc: 99.934% (41061/41088)
340 391 Loss: 0.025 | Acc: 99.931% (43618/43648)
360 391 Loss: 0.025 | Acc: 99.931% (46176/46208)
380 391 Loss: 0.025 | Acc: 99.928% (48733/48768)
0 1000 Loss: 1.636 | Acc: 50.000% (5/10)
20 1000 Loss: 0.919 | Acc: 76.190% (160/210)
40 1000 Loss: 0.858 | Acc: 77.073% (316/410)
60 1000 Loss: 0.986 | Acc: 75.082% (458/610)
80 1000 Loss: 0.937 | Acc: 76.296% (618/810)
100 1000 Loss: 0.997 | Acc: 74.752% (755/1010)
120 1000 Loss: 0.983 | Acc: 75.041% (908/1210)
140 1000 Loss: 0.968 | Acc: 75.390% (1063/1410)
160 1000 Loss: 0.983 | Acc: 75.342% (1213/1610)
180 1000 Loss: 1.005 | Acc: 74.807% (1354/1810)
200 1000 Loss: 0.989 | Acc: 75.224% (1512/2010)
220 1000 Loss: 0.993 | Acc: 75.023% (1658/2210)
240 1000 Loss: 1.003 | Acc: 74.564% (1797/2410)
260 1000 Loss: 0.986 | Acc: 75.019% (1958/2610)
280 1000 Loss: 0.994 | Acc: 74.875% (2104/2810)
300 1000 Loss: 1.007 | Acc: 74.684% (2248/3010)
320 1000 Loss: 1.010 | Acc: 74.517% (2392/3210)
340 1000 Loss: 1.016 | Acc: 74.428% (2538/3410)
360 1000 Loss: 1.025 | Acc: 74.432% (2687/3610)
380 1000 Loss: 1.013 | Acc: 74.698% (2846/3810)
400 1000 Loss: 1.009 | Acc: 74.788% (2999/4010)
420 1000 Loss: 1.009 | Acc: 74.751% (3147/4210)
440 1000 Loss: 1.006 | Acc: 74.785% (3298/4410)
460 1000 Loss: 1.009 | Acc: 74.794% (3448/4610)
480 1000 Loss: 1.006 | Acc: 74.927% (3604/4810)
500 1000 Loss: 1.006 | Acc: 74.870% (3751/5010)
520 1000 Loss: 1.002 | Acc: 74.856% (3900/5210)
540 1000 Loss: 0.997 | Acc: 75.046% (4060/5410)
560 1000 Loss: 0.992 | Acc: 75.116% (4214/5610)
580 1000 Loss: 0.991 | Acc: 75.164% (4367/5810)
600 1000 Loss: 0.992 | Acc: 75.141% (4516/6010)
620 1000 Loss: 0.998 | Acc: 74.976% (4656/6210)
640 1000 Loss: 0.992 | Acc: 75.195% (4820/6410)
660 1000 Loss: 0.997 | Acc: 75.144% (4967/6610)
680 1000 Loss: 0.994 | Acc: 75.198% (5121/6810)
700 1000 Loss: 0.992 | Acc: 75.364% (5283/7010)
720 1000 Loss: 0.992 | Acc: 75.381% (5435/7210)
740 1000 Loss: 0.991 | Acc: 75.317% (5581/7410)
760 1000 Loss: 0.989 | Acc: 75.375% (5736/7610)
780 1000 Loss: 0.994 | Acc: 75.327% (5883/7810)
800 1000 Loss: 0.999 | Acc: 75.268% (6029/8010)
820 1000 Loss: 1.001 | Acc: 75.274% (6180/8210)
840 1000 Loss: 0.999 | Acc: 75.232% (6327/8410)
860 1000 Loss: 0.993 | Acc: 75.447% (6496/8610)
880 1000 Loss: 0.992 | Acc: 75.426% (6645/8810)
900 1000 Loss: 0.990 | Acc: 75.527% (6805/9010)
920 1000 Loss: 0.993 | Acc: 75.461% (6950/9210)
940 1000 Loss: 0.990 | Acc: 75.526% (7107/9410)
960 1000 Loss: 0.992 | Acc: 75.588% (7264/9610)
980 1000 Loss: 0.990 | Acc: 75.657% (7422/9810)

Epoch: 182
0 391 Loss: 0.025 | Acc: 100.000% (128/128)
20 391 Loss: 0.023 | Acc: 99.888% (2685/2688)
40 391 Loss: 0.025 | Acc: 99.886% (5242/5248)
60 391 Loss: 0.025 | Acc: 99.885% (7799/7808)
80 391 Loss: 0.025 | Acc: 99.894% (10357/10368)
100 391 Loss: 0.025 | Acc: 99.899% (12915/12928)
120 391 Loss: 0.025 | Acc: 99.910% (15474/15488)
140 391 Loss: 0.025 | Acc: 99.906% (18031/18048)
160 391 Loss: 0.026 | Acc: 99.884% (20584/20608)
180 391 Loss: 0.025 | Acc: 99.888% (23142/23168)
200 391 Loss: 0.025 | Acc: 99.895% (25701/25728)
220 391 Loss: 0.025 | Acc: 99.894% (28258/28288)
240 391 Loss: 0.025 | Acc: 99.900% (30817/30848)
260 391 Loss: 0.025 | Acc: 99.898% (33374/33408)
280 391 Loss: 0.025 | Acc: 99.903% (35933/35968)
300 391 Loss: 0.025 | Acc: 99.901% (38490/38528)
320 391 Loss: 0.025 | Acc: 99.908% (41050/41088)
340 391 Loss: 0.025 | Acc: 99.895% (43602/43648)
360 391 Loss: 0.025 | Acc: 99.896% (46160/46208)
380 391 Loss: 0.025 | Acc: 99.895% (48717/48768)
0 1000 Loss: 1.719 | Acc: 50.000% (5/10)
20 1000 Loss: 0.939 | Acc: 76.667% (161/210)
40 1000 Loss: 0.869 | Acc: 77.317% (317/410)
60 1000 Loss: 0.982 | Acc: 75.410% (460/610)
80 1000 Loss: 0.937 | Acc: 76.667% (621/810)
100 1000 Loss: 1.002 | Acc: 75.248% (760/1010)
120 1000 Loss: 0.985 | Acc: 75.620% (915/1210)
140 1000 Loss: 0.971 | Acc: 75.887% (1070/1410)
160 1000 Loss: 0.985 | Acc: 75.776% (1220/1610)
180 1000 Loss: 1.008 | Acc: 75.138% (1360/1810)
200 1000 Loss: 0.991 | Acc: 75.522% (1518/2010)
220 1000 Loss: 0.992 | Acc: 75.294% (1664/2210)
240 1000 Loss: 1.002 | Acc: 74.855% (1804/2410)
260 1000 Loss: 0.986 | Acc: 75.134% (1961/2610)
280 1000 Loss: 0.994 | Acc: 75.018% (2108/2810)
300 1000 Loss: 1.009 | Acc: 74.684% (2248/3010)
320 1000 Loss: 1.012 | Acc: 74.579% (2394/3210)
340 1000 Loss: 1.018 | Acc: 74.487% (2540/3410)
360 1000 Loss: 1.026 | Acc: 74.404% (2686/3610)
380 1000 Loss: 1.015 | Acc: 74.619% (2843/3810)
400 1000 Loss: 1.011 | Acc: 74.663% (2994/4010)
420 1000 Loss: 1.012 | Acc: 74.632% (3142/4210)
440 1000 Loss: 1.009 | Acc: 74.694% (3294/4410)
460 1000 Loss: 1.012 | Acc: 74.707% (3444/4610)
480 1000 Loss: 1.009 | Acc: 74.823% (3599/4810)
500 1000 Loss: 1.008 | Acc: 74.790% (3747/5010)
520 1000 Loss: 1.005 | Acc: 74.798% (3897/5210)
540 1000 Loss: 1.000 | Acc: 74.843% (4049/5410)
560 1000 Loss: 0.995 | Acc: 74.938% (4204/5610)
580 1000 Loss: 0.995 | Acc: 75.026% (4359/5810)
600 1000 Loss: 0.997 | Acc: 74.958% (4505/6010)
620 1000 Loss: 1.002 | Acc: 74.783% (4644/6210)
640 1000 Loss: 0.996 | Acc: 74.930% (4803/6410)
660 1000 Loss: 1.000 | Acc: 74.841% (4947/6610)
680 1000 Loss: 0.998 | Acc: 74.875% (5099/6810)
700 1000 Loss: 0.995 | Acc: 74.993% (5257/7010)
720 1000 Loss: 0.996 | Acc: 75.035% (5410/7210)
740 1000 Loss: 0.995 | Acc: 74.966% (5555/7410)
760 1000 Loss: 0.992 | Acc: 75.007% (5708/7610)
780 1000 Loss: 0.997 | Acc: 74.968% (5855/7810)
800 1000 Loss: 1.002 | Acc: 74.906% (6000/8010)
820 1000 Loss: 1.004 | Acc: 74.896% (6149/8210)
840 1000 Loss: 1.003 | Acc: 74.863% (6296/8410)
860 1000 Loss: 0.995 | Acc: 75.064% (6463/8610)
880 1000 Loss: 0.995 | Acc: 75.062% (6613/8810)
900 1000 Loss: 0.992 | Acc: 75.172% (6773/9010)
920 1000 Loss: 0.995 | Acc: 75.125% (6919/9210)
940 1000 Loss: 0.992 | Acc: 75.186% (7075/9410)
960 1000 Loss: 0.994 | Acc: 75.234% (7230/9610)
980 1000 Loss: 0.992 | Acc: 75.301% (7387/9810)

Epoch: 183
0 391 Loss: 0.025 | Acc: 100.000% (128/128)
20 391 Loss: 0.023 | Acc: 99.926% (2686/2688)
40 391 Loss: 0.024 | Acc: 99.924% (5244/5248)
60 391 Loss: 0.024 | Acc: 99.936% (7803/7808)
80 391 Loss: 0.024 | Acc: 99.923% (10360/10368)
100 391 Loss: 0.024 | Acc: 99.938% (12920/12928)
120 391 Loss: 0.024 | Acc: 99.929% (15477/15488)
140 391 Loss: 0.024 | Acc: 99.922% (18034/18048)
160 391 Loss: 0.025 | Acc: 99.918% (20591/20608)
180 391 Loss: 0.025 | Acc: 99.922% (23150/23168)
200 391 Loss: 0.025 | Acc: 99.922% (25708/25728)
220 391 Loss: 0.025 | Acc: 99.922% (28266/28288)
240 391 Loss: 0.025 | Acc: 99.929% (30826/30848)
260 391 Loss: 0.025 | Acc: 99.934% (33386/33408)
280 391 Loss: 0.025 | Acc: 99.925% (35941/35968)
300 391 Loss: 0.025 | Acc: 99.925% (38499/38528)
320 391 Loss: 0.025 | Acc: 99.917% (41054/41088)
340 391 Loss: 0.025 | Acc: 99.913% (43610/43648)
360 391 Loss: 0.025 | Acc: 99.911% (46167/46208)
380 391 Loss: 0.025 | Acc: 99.910% (48724/48768)
0 1000 Loss: 1.566 | Acc: 50.000% (5/10)
20 1000 Loss: 0.920 | Acc: 77.619% (163/210)
40 1000 Loss: 0.858 | Acc: 78.049% (320/410)
60 1000 Loss: 0.978 | Acc: 76.066% (464/610)
80 1000 Loss: 0.936 | Acc: 76.790% (622/810)
100 1000 Loss: 0.994 | Acc: 75.347% (761/1010)
120 1000 Loss: 0.981 | Acc: 75.620% (915/1210)
140 1000 Loss: 0.964 | Acc: 75.887% (1070/1410)
160 1000 Loss: 0.980 | Acc: 76.025% (1224/1610)
180 1000 Loss: 1.000 | Acc: 75.525% (1367/1810)
200 1000 Loss: 0.982 | Acc: 75.871% (1525/2010)
220 1000 Loss: 0.986 | Acc: 75.656% (1672/2210)
240 1000 Loss: 0.997 | Acc: 75.187% (1812/2410)
260 1000 Loss: 0.982 | Acc: 75.632% (1974/2610)
280 1000 Loss: 0.989 | Acc: 75.409% (2119/2810)
300 1000 Loss: 1.003 | Acc: 75.083% (2260/3010)
320 1000 Loss: 1.006 | Acc: 74.860% (2403/3210)
340 1000 Loss: 1.014 | Acc: 74.751% (2549/3410)
360 1000 Loss: 1.022 | Acc: 74.709% (2697/3610)
380 1000 Loss: 1.011 | Acc: 74.908% (2854/3810)
400 1000 Loss: 1.008 | Acc: 74.913% (3004/4010)
420 1000 Loss: 1.010 | Acc: 74.798% (3149/4210)
440 1000 Loss: 1.008 | Acc: 74.807% (3299/4410)
460 1000 Loss: 1.011 | Acc: 74.859% (3451/4610)
480 1000 Loss: 1.008 | Acc: 74.927% (3604/4810)
500 1000 Loss: 1.008 | Acc: 74.990% (3757/5010)
520 1000 Loss: 1.005 | Acc: 74.952% (3905/5210)
540 1000 Loss: 0.999 | Acc: 75.083% (4062/5410)
560 1000 Loss: 0.995 | Acc: 75.205% (4219/5610)
580 1000 Loss: 0.995 | Acc: 75.318% (4376/5810)
600 1000 Loss: 0.996 | Acc: 75.258% (4523/6010)
620 1000 Loss: 1.003 | Acc: 75.089% (4663/6210)
640 1000 Loss: 0.996 | Acc: 75.273% (4825/6410)
660 1000 Loss: 1.002 | Acc: 75.159% (4968/6610)
680 1000 Loss: 0.999 | Acc: 75.228% (5123/6810)
700 1000 Loss: 0.996 | Acc: 75.350% (5282/7010)
720 1000 Loss: 0.996 | Acc: 75.354% (5433/7210)
740 1000 Loss: 0.996 | Acc: 75.250% (5576/7410)
760 1000 Loss: 0.993 | Acc: 75.322% (5732/7610)
780 1000 Loss: 0.999 | Acc: 75.250% (5877/7810)
800 1000 Loss: 1.004 | Acc: 75.194% (6023/8010)
820 1000 Loss: 1.006 | Acc: 75.152% (6170/8210)
840 1000 Loss: 1.004 | Acc: 75.161% (6321/8410)
860 1000 Loss: 0.996 | Acc: 75.343% (6487/8610)
880 1000 Loss: 0.996 | Acc: 75.346% (6638/8810)
900 1000 Loss: 0.993 | Acc: 75.427% (6796/9010)
920 1000 Loss: 0.997 | Acc: 75.364% (6941/9210)
940 1000 Loss: 0.994 | Acc: 75.399% (7095/9410)
960 1000 Loss: 0.997 | Acc: 75.463% (7252/9610)
980 1000 Loss: 0.995 | Acc: 75.535% (7410/9810)

Epoch: 184
0 391 Loss: 0.032 | Acc: 100.000% (128/128)
20 391 Loss: 0.026 | Acc: 99.926% (2686/2688)
40 391 Loss: 0.026 | Acc: 99.924% (5244/5248)
60 391 Loss: 0.026 | Acc: 99.910% (7801/7808)
80 391 Loss: 0.026 | Acc: 99.913% (10359/10368)
100 391 Loss: 0.025 | Acc: 99.923% (12918/12928)
120 391 Loss: 0.026 | Acc: 99.929% (15477/15488)
140 391 Loss: 0.026 | Acc: 99.928% (18035/18048)
160 391 Loss: 0.026 | Acc: 99.927% (20593/20608)
180 391 Loss: 0.026 | Acc: 99.922% (23150/23168)
200 391 Loss: 0.026 | Acc: 99.914% (25706/25728)
220 391 Loss: 0.026 | Acc: 99.922% (28266/28288)
240 391 Loss: 0.026 | Acc: 99.922% (30824/30848)
260 391 Loss: 0.026 | Acc: 99.916% (33380/33408)
280 391 Loss: 0.026 | Acc: 99.919% (35939/35968)
300 391 Loss: 0.026 | Acc: 99.914% (38495/38528)
320 391 Loss: 0.026 | Acc: 99.912% (41052/41088)
340 391 Loss: 0.026 | Acc: 99.915% (43611/43648)
360 391 Loss: 0.026 | Acc: 99.913% (46168/46208)
380 391 Loss: 0.026 | Acc: 99.912% (48725/48768)
0 1000 Loss: 1.759 | Acc: 40.000% (4/10)
20 1000 Loss: 0.917 | Acc: 76.667% (161/210)
40 1000 Loss: 0.863 | Acc: 77.317% (317/410)
60 1000 Loss: 0.979 | Acc: 75.246% (459/610)
80 1000 Loss: 0.936 | Acc: 76.420% (619/810)
100 1000 Loss: 1.000 | Acc: 75.050% (758/1010)
120 1000 Loss: 0.984 | Acc: 75.455% (913/1210)
140 1000 Loss: 0.969 | Acc: 76.099% (1073/1410)
160 1000 Loss: 0.984 | Acc: 76.149% (1226/1610)
180 1000 Loss: 1.004 | Acc: 75.525% (1367/1810)
200 1000 Loss: 0.989 | Acc: 75.821% (1524/2010)
220 1000 Loss: 0.993 | Acc: 75.520% (1669/2210)
240 1000 Loss: 1.003 | Acc: 75.228% (1813/2410)
260 1000 Loss: 0.987 | Acc: 75.517% (1971/2610)
280 1000 Loss: 0.995 | Acc: 75.374% (2118/2810)
300 1000 Loss: 1.007 | Acc: 74.983% (2257/3010)
320 1000 Loss: 1.010 | Acc: 74.766% (2400/3210)
340 1000 Loss: 1.017 | Acc: 74.633% (2545/3410)
360 1000 Loss: 1.025 | Acc: 74.543% (2691/3610)
380 1000 Loss: 1.015 | Acc: 74.672% (2845/3810)
400 1000 Loss: 1.011 | Acc: 74.738% (2997/4010)
420 1000 Loss: 1.011 | Acc: 74.679% (3144/4210)
440 1000 Loss: 1.009 | Acc: 74.649% (3292/4410)
460 1000 Loss: 1.011 | Acc: 74.729% (3445/4610)
480 1000 Loss: 1.008 | Acc: 74.906% (3603/4810)
500 1000 Loss: 1.009 | Acc: 74.930% (3754/5010)
520 1000 Loss: 1.006 | Acc: 74.914% (3903/5210)
540 1000 Loss: 1.002 | Acc: 75.028% (4059/5410)
560 1000 Loss: 0.997 | Acc: 75.134% (4215/5610)
580 1000 Loss: 0.996 | Acc: 75.232% (4371/5810)
600 1000 Loss: 0.998 | Acc: 75.158% (4517/6010)
620 1000 Loss: 1.003 | Acc: 75.008% (4658/6210)
640 1000 Loss: 0.997 | Acc: 75.179% (4819/6410)
660 1000 Loss: 1.002 | Acc: 75.083% (4963/6610)
680 1000 Loss: 0.999 | Acc: 75.125% (5116/6810)
700 1000 Loss: 0.995 | Acc: 75.307% (5279/7010)
720 1000 Loss: 0.995 | Acc: 75.395% (5436/7210)
740 1000 Loss: 0.995 | Acc: 75.304% (5580/7410)
760 1000 Loss: 0.993 | Acc: 75.283% (5729/7610)
780 1000 Loss: 0.997 | Acc: 75.224% (5875/7810)
800 1000 Loss: 1.002 | Acc: 75.181% (6022/8010)
820 1000 Loss: 1.005 | Acc: 75.164% (6171/8210)
840 1000 Loss: 1.002 | Acc: 75.196% (6324/8410)
860 1000 Loss: 0.994 | Acc: 75.389% (6491/8610)
880 1000 Loss: 0.993 | Acc: 75.358% (6639/8810)
900 1000 Loss: 0.991 | Acc: 75.461% (6799/9010)
920 1000 Loss: 0.994 | Acc: 75.385% (6943/9210)
940 1000 Loss: 0.991 | Acc: 75.462% (7101/9410)
960 1000 Loss: 0.994 | Acc: 75.515% (7257/9610)
980 1000 Loss: 0.991 | Acc: 75.596% (7416/9810)

Epoch: 185
0 391 Loss: 0.018 | Acc: 100.000% (128/128)
20 391 Loss: 0.024 | Acc: 99.963% (2687/2688)
40 391 Loss: 0.025 | Acc: 99.924% (5244/5248)
60 391 Loss: 0.025 | Acc: 99.910% (7801/7808)
80 391 Loss: 0.025 | Acc: 99.923% (10360/10368)
100 391 Loss: 0.025 | Acc: 99.930% (12919/12928)
120 391 Loss: 0.025 | Acc: 99.923% (15476/15488)
140 391 Loss: 0.025 | Acc: 99.911% (18032/18048)
160 391 Loss: 0.025 | Acc: 99.913% (20590/20608)
180 391 Loss: 0.025 | Acc: 99.914% (23148/23168)
200 391 Loss: 0.026 | Acc: 99.914% (25706/25728)
220 391 Loss: 0.025 | Acc: 99.912% (28263/28288)
240 391 Loss: 0.026 | Acc: 99.906% (30819/30848)
260 391 Loss: 0.026 | Acc: 99.901% (33375/33408)
280 391 Loss: 0.025 | Acc: 99.900% (35932/35968)
300 391 Loss: 0.025 | Acc: 99.901% (38490/38528)
320 391 Loss: 0.025 | Acc: 99.908% (41050/41088)
340 391 Loss: 0.025 | Acc: 99.904% (43606/43648)
360 391 Loss: 0.025 | Acc: 99.905% (46164/46208)
380 391 Loss: 0.025 | Acc: 99.904% (48721/48768)
0 1000 Loss: 1.954 | Acc: 40.000% (4/10)
20 1000 Loss: 0.952 | Acc: 76.190% (160/210)
40 1000 Loss: 0.882 | Acc: 77.073% (316/410)
60 1000 Loss: 1.001 | Acc: 74.918% (457/610)
80 1000 Loss: 0.948 | Acc: 76.296% (618/810)
100 1000 Loss: 1.008 | Acc: 74.851% (756/1010)
120 1000 Loss: 0.995 | Acc: 75.372% (912/1210)
140 1000 Loss: 0.973 | Acc: 75.957% (1071/1410)
160 1000 Loss: 0.987 | Acc: 75.963% (1223/1610)
180 1000 Loss: 1.004 | Acc: 75.304% (1363/1810)
200 1000 Loss: 0.988 | Acc: 75.522% (1518/2010)
220 1000 Loss: 0.990 | Acc: 75.430% (1667/2210)
240 1000 Loss: 1.000 | Acc: 75.062% (1809/2410)
260 1000 Loss: 0.982 | Acc: 75.517% (1971/2610)
280 1000 Loss: 0.988 | Acc: 75.409% (2119/2810)
300 1000 Loss: 1.000 | Acc: 75.083% (2260/3010)
320 1000 Loss: 1.004 | Acc: 74.798% (2401/3210)
340 1000 Loss: 1.011 | Acc: 74.692% (2547/3410)
360 1000 Loss: 1.017 | Acc: 74.654% (2695/3610)
380 1000 Loss: 1.006 | Acc: 74.751% (2848/3810)
400 1000 Loss: 1.002 | Acc: 74.813% (3000/4010)
420 1000 Loss: 1.004 | Acc: 74.798% (3149/4210)
440 1000 Loss: 1.000 | Acc: 74.830% (3300/4410)
460 1000 Loss: 1.004 | Acc: 74.859% (3451/4610)
480 1000 Loss: 1.000 | Acc: 75.010% (3608/4810)
500 1000 Loss: 1.000 | Acc: 75.110% (3763/5010)
520 1000 Loss: 0.996 | Acc: 75.067% (3911/5210)
540 1000 Loss: 0.992 | Acc: 75.139% (4065/5410)
560 1000 Loss: 0.988 | Acc: 75.205% (4219/5610)
580 1000 Loss: 0.988 | Acc: 75.301% (4375/5810)
600 1000 Loss: 0.990 | Acc: 75.275% (4524/6010)
620 1000 Loss: 0.995 | Acc: 75.153% (4667/6210)
640 1000 Loss: 0.989 | Acc: 75.320% (4828/6410)
660 1000 Loss: 0.996 | Acc: 75.234% (4973/6610)
680 1000 Loss: 0.993 | Acc: 75.286% (5127/6810)
700 1000 Loss: 0.990 | Acc: 75.464% (5290/7010)
720 1000 Loss: 0.990 | Acc: 75.548% (5447/7210)
740 1000 Loss: 0.989 | Acc: 75.425% (5589/7410)
760 1000 Loss: 0.988 | Acc: 75.440% (5741/7610)
780 1000 Loss: 0.993 | Acc: 75.378% (5887/7810)
